_id,BatchFileName,Indiv_Index,Race,DifficultyPerceiving,AgeCategory,Gender,DistanceBetweenOfficerAndIndiv,ReasonUseOfForce_EffectArrest,ReasonUseOfForce_PreventOffence,ReasonUseOfForce_PreventEscape,ReasonUseOfForce_ProtectOtherOfficers,ReasonUseOfForce_ProtectPublic,ReasonUseOfForce_ProtectSelf,ReasonUseOfForce_ProtectIndiv,ReasonUseOfForce_Unintentional,ReasonUseOfForce_Other,FactorsInfluenceResponse_NatureIncident,FactorsInfluenceResponse_PastHistory,FactorsInfluenceResponse_PhysicalSizeStrength,FactorsInfluenceResponse_OtherFactors,IndividualActions_ResistantPassive,IndividualActions_ResistantActive,IndividualActions_Assaultive,IndividualActions_SeriousBodilyHarmDeath,PerceiveAccessWeapon,OfficerResponses_DirectionsToComply,OfficerResponses_Comply,OfficerResponses_AttemptDeescalation,OfficerResponses_DeescalationTechniques_Communication,OfficerResponses_DeescalationTechniques_Containment,OfficerResponses_DeescalationTechniques_Cover,OfficerResponses_DeescalationTechniques_Distance,OfficerResponses_DeescalationTechniques_Repositioning,OfficerResponses_DeescalationTechniques_Teamwork,OfficerResponses_DeescalationTechniques_Time,OfficerResponses_DeescalationTechniques_Other,OfficerResponses_AssistCtrlBhvr,OfficerResponses_Reason_ImminentThreat,OfficerResponses_Reason_ActionRequiredImmediately,OfficerResponses_Reason_DeescalationUsedOtherOfficers,OfficerResponses_Reason_Other,TypeForceUsed_PhysicalControl_Check,TypeForceUsed_PhysicalControl_EscortTechniques,TypeForceUsed_PhysicalControl_Grounding,TypeForceUsed_PhysicalControl_JointLocks,TypeForceUsed_PhysicalControl_Pinning,TypeForceUsed_PhysicalControl_PressurePoints,TypeForceUsed_PhysicalControl_Strikes,TypeForceUsed_PhysicalControl_Other,TypeForceUsed_PhysicalControl_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_Check,TypeForceUsed_IntermWeapon_OC_Check,TypeForceUsed_IntermWeapon_OC_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_Baton_Check,TypeForceUsed_IntermWeapon_Baton_Hard,TypeForceUsed_IntermWeapon_Baton_Soft,TypeForceUsed_IntermWeapon_Baton_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_CEW_Check,TypeForceUsed_IntermWeapon_CEW_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_CEW_WhyNot_CartridgeMalfunction,TypeForceUsed_IntermWeapon_CEW_WhyNot_Disconnect,TypeForceUsed_IntermWeapon_CEW_WhyNot_InsufficientProbeSpread,TypeForceUsed_IntermWeapon_CEW_WhyNot_OperatorError,TypeForceUsed_IntermWeapon_CEW_WhyNot_ProbeMiss,TypeForceUsed_IntermWeapon_CEW_WhyNot_WeaponMalfunction,TypeForceUsed_IntermWeapon_CEW_WhyNot_Other,TypeForceUsed_IntermWeapon_CEW_Drawn,TypeForceUsed_IntermWeapon_CEW_Pointed,TypeForceUsed_IntermWeapon_CEW_Discharged,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_Cartridge,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_DrivePushStun,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_ThreePointContact,TypeForceUsed_IntermWeapon_CEW_DrivePushStunCycles,TypeForceUsed_IntermWeapon_CEW_ThreePointContactCycles,TypeForceUsed_LLFirearm_Check,TypeForceUsed_LLFirearm_Shotgun_Check,TypeForceUsed_LLFirearm_Shotgun_Pointed,TypeForceUsed_LLFirearm_Shotgun_Discharged,TypeForceUsed_LLFirearm_Shotgun_AssistCtrlBhvr,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Check,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Pointed,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Discharged,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_AssistCtrlBhvr,TypeForceUsed_Other_Check,TypeForceUsed_Other_AssistCtrlBhvr,TypeForceUsed_Firearm_Check,TypeForceUsed_Firearm_Handgun_Check,TypeForceUsed_Firearm_Handgun_Drawn,TypeForceUsed_Firearm_Handgun_Pointed,TypeForceUsed_Firearm_Handgun_Discharged,TypeForceUsed_Firearm_Handgun_AssistCtrlBhvr,TypeForceUsed_Firearm_Rifle_Check,TypeForceUsed_Firearm_Rifle_Pointed,TypeForceUsed_Firearm_Rifle_Discharged,TypeForceUsed_Firearm_Rifle_AssistCtrlBhvr,TypeForceUsed_Firearm_ShotgunLethal_Check,TypeForceUsed_Firearm_ShotgunLethal_Pointed,TypeForceUsed_Firearm_ShotgunLethal_Discharged,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,TypeForceUsed_Firearm_IssuePoliceChallenge,TypeForceUsed_Firearm_Comply,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnOtherOfficer,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,IndivInjuries_PhysicalInjuries,IndividualInjuries_Treatment_No,IndividualInjuries_Treatment_FirstAid,IndividualInjuries_Treatment_MedicalPersonnelScene,IndividualInjuries_Treatment_AdmissionMedicalFacility,IndividualInjuries_Treatment_MedicalFacility,IndividualInjuries_Treatment_Unknown,IndividualInjuries_Treatment_Other
2954,592976443,1,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,1,,,1,,,,,,1,,1,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
2955,413265790,1,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,,1,1,1,,,,1,,,1,,,,1,1,Yes,Yes,Yes,1,,,1,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
2956,287769650,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,1,,1,,,,,,,,,,,1,1,Yes,No,No,,,,,,,,,,1,1,,,1,,1,,,,,,No,1,,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2957,526884233,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,1,1,,,,,1,,,,,,,,,No,,No,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
2958,526884233,2,White,No,35 - 44,Female,3 to 7 metres (approx. 10 to 23 feet),1,1,,1,,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2959,461551935,1,Black,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),1,,,1,,1,,,,1,,,1,,,,,,Yes,No,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2960,461551935,2,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,,,1,,1,,,,1,,,1,,,,,,Yes,Yes,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2961,461551935,3,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,,1,,1,,,,1,,,1,,,,,,Yes,Yes,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2962,395039505,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2963,765145546,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,1,,,1,,,,,,,,,No,,No,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,Yes,,,,,,,,,,No,,,,,,,
2964,177696980,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,,,1,No,,,,,,,
2965,632352343,1,White,No,55 - 64,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,1,,,,,,,,,Yes,No,Yes,1,,,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
2966,870949481,1,White,No,55 - 64,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,,,,,,,No,,Yes,1,,,1,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2967,316897952,1,White,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,,1,,,,1,,,1,,1,,,,Yes,No,Yes,1,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
2968,415077050,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,,,1,,,,,,,,,1,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,1,,,,,,,1,No,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2969,378293971,1,Indigenous,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,1,1,1,1,,,1,1,,,Yes,No,Yes,1,,,,,1,,,Yes,,,,,,,,,,,,,,1,,,1,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2970,490143427,1,White,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),1,,1,1,,1,,,,,1,,,,1,,,,Yes,Yes,Yes,1,,,,,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2971,160822449,1,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,,,,,,1,,,,,,1,,,1,Yes,Yes,Yes,1,,,,,,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2972,743966059,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,,,,,,1,,,,,1,,,Yes,Yes,Yes,1,,,1,1,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2973,629562670,1,White,No,55 - 64,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,,1,,,,1,1,,1,,,,,,No,,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,Yes,,,,,,,,,,No,,,,,,,
2974,200759859,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,,,,1,,1,,,,,,,,1,1,Yes,No,Yes,1,1,,,,1,,,No,,,,,1,,,,,,,,No,1,,,,,,,1,No,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2975,362877957,1,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,1,,1,1,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
2976,466867580,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,1,,,1,,,,,1,No,,No,,,,,,,,,,,,1,,1,1,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2977,863534946,1,White,No,17 and younger,Male,Greater than 7 metres (more than 23 feet),,1,1,1,1,1,,,,1,,,,,,,1,,No,,No,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
2978,769835901,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,,1,1,,,,1,1,,,1,1,1,,,Yes,No,Yes,1,,,1,1,,,,Yes,,,,,1,,1,,1,,,,No,1,,,,,,,1,Yes,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2979,984170259,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,,,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2980,997923360,1,Black,No,17 and younger,Male,Greater than 7 metres (more than 23 feet),1,,,1,,,,,,1,,,1,,,,,,Yes,Yes,Yes,1,1,,1,,1,,,Yes,,,,,1,1,,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2981,409688006,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,,,,1,,,1,,1,,,1,,,,Yes,No,Yes,1,,,,1,1,,,No,,,,,1,1,,,,,,,Yes,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2982,762340932,1,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,1,1,1,,,,,1,1,,1,,,,,1,No,,Yes,1,1,,,1,1,,,No,,,,,1,1,1,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,Yes,,,,,,,,,,No,,,,,,,
2983,276588377,1,Black,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),1,,,1,,1,,,,1,1,,1,,,,1,1,No,,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2984,276588377,2,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,,,1,1,1,,,,,,,,,,,1,1,No,,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2985,276588377,3,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,,,1,1,1,,,,,,,,,,,1,1,No,,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2986,880140761,1,Black,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),1,,1,,,,,,,,1,,1,,,1,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2987,880140761,2,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,,,,,,,,,1,,,,,,1,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
2988,880140761,3,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,,,,,,,,,,,,,,,1,,No,,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
2989,604987948,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,1,1,1,1,,1,,1,1,Yes,No,Yes,1,,,,,1,,,No,,,,,1,,1,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
2990,728542222,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,1,,1,,,1,,1,No,,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
2991,697805103,1,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,1,,,,,,,,,,,,1,,,,No,,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2992,916109078,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,,,,,,1,1,,,No,,Yes,1,,,,,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2993,994299524,1,East/Southeast Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,,,,1,,,,,,,,,No,,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2994,994299524,2,East/Southeast Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,1,1,1,,,,1,,,,,,,,,No,,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2995,994299524,3,East/Southeast Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,,,,1,,,,,,,,,No,,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2996,994299524,4,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,1,1,,,,1,,,,,,,,,No,,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
2997,155306903,1,Middle Eastern,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,1,1,1,,,,1,,,,,,,,,No,,Yes,1,,1,1,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
2998,160334885,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,1,,,,,,,1,,,,,,No,,Yes,1,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
2999,463533878,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,1,,1,,,,1,1,No,,Yes,1,,,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
3000,516782305,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,,,,,,,1,,1,1,,,,,1,No,,Yes,1,,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
3001,705164506,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,1,,,1,,,,,,1,,1,No,,No,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
3002,762269963,1,Black,No,17 and younger,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,,,,,,,No,,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
3003,762269963,2,Black,No,17 and younger,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,,,,,,,,1,1,No,,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
3004,885673000,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,,,,,1,,,,No,,No,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,No,,,,,,,,,,,,,,Yes,1,,,,,,
3005,996109664,1,White,No,55 - 64,Female,Less than 3 metres (approx. 10 feet),1,1,,,1,1,,,,,1,,1,,1,,,1,No,,Yes,1,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,No,,,,,,,,,,,,,,No,,,,,,,
3006,920281274,1,Indigenous,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,1,1,,,1,,,,,,,,1,1,1,,1,No,,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
3007,918714196,1,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,,,,,,,,,1,No,,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,No,,,,,,,,,,No,,,,,,,
3008,531175097,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,,1,,1,,,,1,1,No,,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
3009,838916549,1,White,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),,,,,,1,,,,,,,,,,,1,,No,,Yes,1,,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,No,,,,,,,,,Yes,Yes,,,,Yes,,,,,1,,
3010,162032616,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,,1,,,,1,No,,Yes,1,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
3011,818801064,1,White,No,35 - 44,Female,3 to 7 metres (approx. 10 to 23 feet),,1,,,,1,,,,1,,,,,,,,,No,,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
3012,818801064,2,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,,1,,,,1,,,,,,,,,No,,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
3013,818801064,3,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,,1,,,,1,,,,,,,,,No,,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
3014,182654927,1,Black,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,,,1,,,,1,1,,,,,,,,No,,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
3015,242453277,1,Black,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,,,1,,,,1,,,1,1,,,,1,No,,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
3016,165658321,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,,,1,,,1,1,,,No,,Yes,1,,,,,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
3017,542084869,1,White,No,35 - 44,Female,Less than 3 metres (approx. 10 feet),,,,,1,1,,,,,,,1,,,,,,No,,Yes,1,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,Yes,,,,,No,,,,,,,
3018,542084869,2,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,,,,1,,,,,,No,,Yes,1,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,No,,,,,,,,,Yes,Yes,,,,No,,,,,,,
